"ident","iata_code","name","municipality","iso_country","iso_region"
"SCTT","TTC","Las Breas Airport","Taltal","CL","CL-AN"
"SCTU","","Litueche Airport","Litueche","CL","CL-LI"
"SCTW","","El Tapihue Airport","Casablanca","CL","CL-VS"
"SCUI","","Pumalín Airport","Chaiten","CL","CL-LL"
"SCUL","","El Litral Airport","Bulnes","CL","CL-NB"
"SCUM","","La Obra Airport","Cumpeo","CL","CL-ML"
"SCUN","","Uni Frutti Airport","Teno","CL","CL-ML"
"SCUP","","Lontuecito Airport","Cumpeo","CL","CL-ML"
"SCUR","","Rucamalen Airport","Bulnes","CL","CL-NB"
"SCUT","","Verfrut Sur Airport","Longavi","CL","CL-ML"
"SCUU","","El Peral Airport","","CL","CL-CO"
"SCUZ","","Aerosanta Cruz Airport","Santa Cruz","CL","CL-LI"
"SCVA","","Viñamar Airport","Casablanca","CL","CL-VS"
"SCVB","","Hospital Villa Baviera Airport","Parral","CL","CL-ML"
"SCVC","","El Indio Airport","Vicuña","CL","CL-CO"
"SCVD","ZAL","Pichoy Airport","Valdivia","CL","CL-LR"
"SCVE","","Lago Verde Airport","Lago Verde","CL","CL-AI"
"SCVF","","Verfrut Airport","San Pedro","CL","CL-RM"
"SCVG","","El Vergel Airport","Riñihue","CL","CL-LR"
"SCVH","","La Victoria de Chacabuco Airport","Santiago","CL","CL-RM"
"SCVI","","Villarrica Airport","Villarrica","CL","CL-AR"
"SCVJ","","Paredes Viejas Airport","Marchigue","CL","CL-LI"
"SCVK","","El Alamo Airport","Vichuquen","CL","CL-ML"
"SCVL","","Las Marías Airport","Valdivia","CL","CL-LR"
"SCVM","KNA","Viña del Mar Airport","Viña del Mar","CL","CL-VS"
"SCVN","","Huancara Airport","Vicuña","CL","CL-CO"
"SCVO","","María Ester Airport","Victoria","CL","CL-AR"
"SCVQ","","Cuatro Pantanos Airport","Vichuquen","CL","CL-ML"
"SCVS","","Lago Vargas Airport","Cochrane","CL","CL-AI"
"SCVT","","Viña Tarapacá Airport","Isla De Maipo","CL","CL-RM"
"SCVU","","Agromanzún Airport","Vilcun","CL","CL-AR"
"SCVV","","Los Maitenes de Villa Vieja Airport","La Union","CL","CL-LR"
"SCVY","","Malla Airport","Vilcun","CL","CL-AR"
"SCVZ","","Vina Santa Cruz Airport","","CL","CL-LI"
"SCXA","","Alupenhue Airport","Molina","CL","CL-ML"
"SCXB","","Las Brujas Airport","Salamanca","CL","CL-CO"
"SCXR","","Las Bandurrias Airport","Lago Ranco","CL","CL-LR"
"SCYB","","Trilahue Airport","Yumbel","CL","CL-BI"
"SCYC","","La Capilla Airport","Puyehue","CL","CL-LL"
"SCYL","","Licán Airport","Puyehue","CL","CL-LR"
"SCYO","","Poyo Airport","El Chaiten","CL","CL-LL"
"SCYR","","Los Maitenes Airport","Retiro","CL","CL-ML"
"SCYU","","Cuyumaique Airport","Purranque","CL","CL-LL"
"SCZB","","Pozo Brujo Airport","La Unión","CL","CL-LR"
"SCZC","","Casas Viejas Airport","Zapallar","CL","CL-VS"
"SCZE","","Estero Seco Airport","Pirque","CL","CL-RM"
"SCZR","","Los Zorrillos de Tonlemu","Curepto","CL","CL-ML"
"SD00","","MJ Aviation II Airport","Elk Point","US","US-SD"
"SD01","","MJ Aviation Airport I","Letcher","US","US-SD"
"SD03","","Calico Field","Winfred","US","US-SD"
"SD05","","Thorson Airfield","Warner","US","US-SD"
"SD08","","Fazenda Martelli 1 Airstrip","Tapurah","BR","BR-MT"
"SD0E","","Fazenda Tangará Airport","Santana do Araguaia","BR","BR-PA"
"SD0G","","Fazenda Santa Paula Airport","São Desidério","BR","BR-BA"
"SD0M","","Fazenda Campo Dania Airstrip","Corumbá","BR","BR-MS"
"SD0Q","","Fazenda Boa Esperança Airstrip","Comendador Gomes","BR","BR-MG"
"SD10","","Fazenda Vale do Juruena 2 Airport","Nova Bandeirantes","BR","BR-MT"
"SD11","","Amazon Runway","Manacapuru","BR","BR-AM"
"SD13","","Hofer Private Airport","Doland","US","US-SD"
"SD14","","Valburg Ranch Airport","Draper","US","US-SD"
"SD15","","Fleurish Farm Airport","Elk Point","US","US-SD"
"SD19","","Andersen Farms Airport","Badger","US","US-SD"
"SD1B","","Gaspar Airstrip","Cujubim","BR","BR-RO"
"SD1C","","Fazenda Indiana Airstrip","Itiquira","BR","BR-MT"
"SD1F","","Fazenda Marupiara Airport","Tailândia","BR","BR-PA"
"SD1I","","Fazenda São João Agroer Airport","Gaúcha do Norte","BR","BR-MT"
"SD1J","","Fazenda São Joaquim Airstrip","Amajari","BR","BR-RR"
"SD1K","","Fazenda Ranchinho Airstrip","Camapuã","BR","BR-MS"
"SD1L","","Grupo Shimohira Airstrip","Ponte Alta do Tocantins","BR","BR-TO"
"SD1M","","Fazenda Rio Branco Airport","Maracaju","BR","BR-MS"
"SD1N","","Fazenda Novo Horizonte Airport","Miranda","BR","BR-MS"
"SD1P","","Fazenda Agropecuária Rio da Prata Airport","Santa Izabel do Pará","BR","BR-PA"
"SD1Q","","Rincão dos Sonhos Airstrip","Bonito","BR","BR-MS"
"SD1R","","Fazenda Reginatto Airstrip","Formosa do Rio Preto","BR","BR-BA"
"SD1S","","Fazenda Muralha Airstrip","Chupinguaia","BR","BR-RO"
"SD1U","","Cruzeiro do Sul Airport","Imaruí","BR","BR-SC"
"SD1V","","Fazenda Lago Azul Airstrip","Nova Crixás","BR","BR-GO"
"SD1X","","Fazenda Querência Agroer Airport","Paranatinga","BR","BR-MT"
"SD1Z","","Outland Serra da Mesa Airport","Niquelândia","BR","BR-GO"
"SD21","","Hayes Emergency Airstrip","Hayes","US","US-SD"
"SD24","","Eden Valley Airport","Sturgis","US","US-SD"
"SD27","","Black Hills Flyway Airport","Hot Springs","US","US-SD"
"SD2B","","Fazenda Santa Edwirges Airport","Santo Antônio do Leverger","BR","BR-MT"
"SD2D","","Fazenda São Mateus Airport","Nova Maringá","BR","BR-MT"
"SD2E","","Fazenda Santa Ana Airport","Confresa","BR","BR-MT"
"SD2F","","Fazenda Planura Airstrip","Santa Maria das Barreiras","BR","BR-PA"
"SD2G","","Linha Becker Airstrip","Itapiranga","BR","BR-SC"
"SD2I","","Estância Rancharia Aviação Airstrip","Rancharia","BR","BR-SP"
"SD2J","","Fazenda Vale do Forquilha Airport","Cocalinho","BR","BR-MT"
"SD2K","","Jotabasso Guiratinga Airport","Guiratinga","BR","BR-MT"
"SD2L","","Fazenda Ágape Airstrip","Nova Lacerda","BR","BR-MT"
"SD2M","","Fazenda do Taboado Airport","Aparecida do Taboado","BR","BR-MS"
"SD2N","","Érico Veríssimo Airport","Cruz Alta","BR","BR-RS"
"SD2P","","Fazenda São Gabriel Airstrip","Mateiros","BR","BR-TO"
"SD2Q","","Fazenda Bom Jesus Airport","Bela Vista","BR","BR-MS"
"SD2T","","Fazenda KPM Airstrip","Paranatinga","BR","BR-MT"
"SD2V","","Fazenda Santo Antônio Airstrip","Sorriso","BR","BR-MT"
"SD2W","","Fazenda Aguapeí Airport","Valparaíso","BR","BR-SP"
"SD2X","","Fazenda Santo Antônio Airstrip","Cassilândia","BR","BR-MS"
"SD2Y","","Caminho do Lobo Airstrip","Comodoro","BR","BR-MT"
"SD2Z","","Fazenda Recanto Airport","Comodoro","BR","BR-MT"
"SD30","","Selle Airport","Bonesteel","US","US-SD"
"SD31","","Agropecuária Fio d'Água","Água Boa","BR","BR-MT"
"SD32","","Braun Airport","Aberdeen","US","US-SD"
"SD33","","Sky Ranch for Boys Airport","Camp Crook","US","US-SD"
"SD34","","Ita Airstrip","Correntina","BR","BR-BA"
"SD35","","Bruch Airfield","Sturgis","US","US-SD"
"SD36","","Booth Ranch Airport","Ridgeview","US","US-SD"
"SD38","","Fazenda Esteios Airstrip","Vista Alegre do Abunã","BR","BR-RO"
"SD39","","Pista Santa Rita","Trairão","BR","BR-PA"
"SD3A","","Fazenda São Martinho Airstrip","Sorriso","BR","BR-MT"
"SD3B","","Fazenda Perdizes Airport","Porto dos Gaúchos","BR","BR-MT"
"SD3E","","Fazenda Rio Madeira Airport","Rio Madeira","BR","BR-RO"
"SD3G","","Fazenda Verde Airport","Rondonópolis","BR","BR-MT"
"SD3H","","Fazenda Angola Airport","Vila Rica","BR","BR-MT"
"SD3J","","Fazenda Santa Pilar Airstrip","Ribas do Rio Pardo","BR","BR-MS"
"SD3L","","Manoel Rodrigues Airstrip","Independência","BR","BR-CE"
"SD3M","","Fazenda São Francisco Airstrip","Barra do Bugres","BR","BR-MT"
"SD3N","","Aerounião Airstrip","Japorã","BR","BR-MS"
"SD3P","","Fazenda Morando Airstrip","Anaurilândia","BR","BR-MS"
"SD3Q","","Fazenda Panorama Airport","Correntina","BR","BR-BA"
"SD3R","","Fazenda Zohar Airstrip","Vila Bela da Santíssima Trindade","BR","BR-MT"
"SD3S","","Fazenda Brasil Airstrip","Sena Madureira","BR","BR-AC"
"SD3U","","Idilia Lurdes Zandona Bedin Airport","Sorriso","BR","BR-MT"
"SD3V","","Fazenda Divisão Airport","Lucas do Rio Verde","BR","BR-MT"
"SD3W","","Fazenda Rio Vermelho Airport","Comodoro","BR","BR-MT"
"SD3Y","","Rio Louro Airstrip","Macaé","BR","BR-RJ"
"SD3Z","","Fazenda Eldorado Airport","São José do Xingu","BR","BR-MT"
"SD41","","Shambo Ranch Airport","Lemmon","US","US-SD"
"SD43","","Ingle Airport","Cavour","US","US-SD"
"SD44","","Cook Field","Chamberlain","US","US-SD"
"SD46","","Jensen Airport","Dell Rapids","US","US-SD"
"SD47","","Hunt Field","Eagle Butte","US","US-SD"
"SD48","","Blomberg 42 Ranch Private Airport","Faith","US","US-SD"
"SD49","","Hite Private Airport","Conde","US","US-SD"
"SD4A","","Agrícola Dall Olivo Airstrip","Lagoa Vermelha","BR","BR-RS"
"SD4D","","Fazenda Ibicuí Airport","Alegrete","BR","BR-RS"
"SD4E","","Fazenda Seara Airport","Jaborandi","BR","BR-BA"
"SD4F","","Fazenda Chapadão Airstrip","Comodoro","BR","BR-MT"
"SD4G","","Fazenda Chocolate Airstrip","Bujari","BR","BR-AC"
"SD4J","","Fazenda Ouro e Prata Airport","Caracol","BR","BR-MS"
"SD4O","","Fazenda Entre Rios Airstrip","Cristalina","BR","BR-GO"
"SD4U","","Ruaro Airport","Dourados","BR","BR-MS"
"SD4V","","Socorro Airport","Socorro","BR","BR-SP"
"SD4W","","Fazenda Realeza Airstrip","Campo Grande","BR","BR-MS"
"SD4Y","","Fazenda Vista Alegre Airstrip","Ibiaí","BR","BR-MG"
"SD4Z","","Fazenda Santo Eugênio Airstrip","Corumbá","BR","BR-MS"
"SD50","","Harrold Municipal Airport","Harrold","US","US-SD"
"SD53","","Howard Field","Beresford","US","US-SD"
"SD55","","Winter Airfield","Huron","US","US-SD"
"SD57","","W L Thompson Airport","Pierre","US","US-SD"
"SD5B","","Fazenda São Judas Tadeu Airstrip","Paraíso das Águas","BR","BR-MS"
"SD5C","","Fazenda Estrela Grande Airstrip","Araguapaz","BR","BR-GO"
"SD5D","","Fazenda Indaiá II Airstrip","Paraíso das Águas","BR","BR-MS"
"SD5E","","Fazenda Serra da Lua Airport","Bonfim","BR","BR-RR"
"SD5G","","Fazenda Viúva Negra Airstrip","Otacílio Costa","BR","BR-SC"
"SD5I","","Agrodan  Airstrip","Belém do São Francisco","BR","BR-PE"
"SD5K","","Santa Lucia Airport","Alpestre","BR","BR-RS"
"SD5N","","Fazenda HD Airstrip","Novo Aripuanã","BR","BR-AM"
"SD5Q","","Inocência Airport","Inocência","BR","BR-MS"
"SD5R","","Fazenda São Jorge Airport","Porangatu","BR","BR-GO"
"SD5S","","Fazenda Balsa Airstrip","Juína","BR","BR-MT"
"SD5U","","Fazenda Tupan Airport","Nova Mutum","BR","BR-MT"
"SD5Z","","Fazenda Pamaluce Airstrip","Niquelândia","BR","BR-GO"
"SD61","","Plihal Farms Airport","Tyndall","US","US-SD"
"SD65","","Whipple Ranch Airport","Wilmot","US","US-SD"
"SD68","","Flying T Airport","Hot Springs","US","US-SD"
"SD6A","","Todeschini Airstrip","Cachoeira do Sul","BR","BR-RS"
"SD6B","","Fazenda Chapadão","Peixoto de Azevedo","BR","BR-MT"
"SD6E","","Combate Aviação Agrícola Airstrip","Vicentinópolis","BR","BR-GO"
"SD6G","","Fazenda Esplanada Airstrip","Peixe","BR","BR-TO"
"SD6H","","Fazenda Hill Valley Airport","São Sebastião do Caí","BR","BR-RS"
"SD6J","","Fazenda Fortaleza Airstrip","Juara","BR","BR-MT"
"SD6K","","Fazenda Guará Airstrip","Vila Bela da Santíssima Trindade","BR","BR-MT"
"SD6L","","Fazenda Paraíso Airstrip","Ribas do Rio Pardo","BR","BR-MS"
"SD6N","","Fazenda Chapadão Airport","Matupá","BR","BR-MT"
"SD6P","BVM","Belmonte Airport","Belmonte","BR","BR-BA"
"SD6S","","Fazenda Torre III Airsrtip","Alto Garças","BR","BR-MT"
"SD6T","","Fazenda Santa Maria Airstrip","Campo Grande","BR","BR-MS"
"SD6U","","Fazenda Brasnorte Airstrip","Brasnorte","BR","BR-MT"
"SD6V","","Aeródromo Privado Fazenda Maringá III","Vila Bela da Santíssima Trindade","BR","BR-MT"
"SD6X","","Malboro Airport","Boa Vista","BR","BR-RR"
"SD6Y","","Fazenda Bom Retiro Airstrip","Boca do Acre","BR","BR-AM"
"SD6Z","","VCM Airstrip","Guararapes","BR","BR-SP"
"SD70","","Fazenda Vitória Airport","Rio Negro","BR","BR-MS"
"SD71","","Bogner Field","Oelrichs","US","US-SD"
"SD72","","Vig Ranch Airfield","Opal","US","US-SD"
"SD74","","Vander Wal Private Airport","Pollock","US","US-SD"
"SD75","","JMG Agropecuária Airstrip","Abaeté","BR","BR-MG"
"SD76","","Tennant Ranch Airport","Camp Crook","US","US-SD"
"SD78","","Anderson Aerial Spraying Airport","Kennebec","US","US-SD"
"SD7B","","Fazenda Bahia Airstrip","Alenquer","BR","BR-PA"
"SD7C","","Serrinha Airport","Palmeira","BR","BR-PR"
"SD7E","","Fazenda Canaã Airport","Teresina","BR","BR-PI"
"SD7F","","Fazenda Filipinas Airstrip","Epitaciolândia","BR","BR-AC"
"SD7G","","Fazenda Leyton Airport","Nova Mutum","BR","BR-MT"
"SD7J","","Estância Rio Branco Airport","Barra do Bugres","BR","BR-MT"
"SD7L","","Fazenda Tozzo I Airstrip","Campo Novo do Parecis","BR","BR-MT"
"SD7M","","Moinho Airport","Monte Alegre de Minas","BR","BR-MG"
"SD7N","","Fazenda Lago Azul Airstrip","Itaporã","BR","BR-MS"
"SD7O","","Giongo Participações - Fazenda Camila Airport","Gaúcha do Norte","BR","BR-MT"
"SD7P","","Fazenda Terra Madre Airstrip","Barra do Ouro","BR","BR-TO"
"SD7Q","","Fazenda Norton Airport","Tasso Fragoso","BR","BR-MA"
"SD7S","","Fazenda Guatambu Airport","Novo Mundo","BR","BR-MT"
"SD7X","","Fly Aviação Agrícola Airport","Ipiranga do Norte","BR","BR-MT"
"SD7Z","","Fazenda Tartus Airstrip","Porto Franco","BR","BR-MA"
"SD83","","Lee Airport","De Smet","US","US-SD"
"SD8A","","Agropecuária Antunes Airport","Laguna Carapã","BR","BR-MS"
"SD8B","","Fazenda São Domingos Airport","Corumbá","BR","BR-MS"
"SD8E","","Fazenda Três Corações Airstrip","Bannach","BR","BR-PA"
"SD8G","","Fazenda Tambaú Airstrip","Alenquer","BR","BR-PA"
"SD8K","","Planalto da Conquista Airstrip","Planalto","BR","BR-BA"
"SD8N","","Fazenda Nova Era Agropecuária Airstrip","Vila Bela da Santíssima Trindade","BR","BR-MT"
"SD8O","","Berço das Gerais Airport","Matias Cardoso","BR","BR-MG"
"SD8P","","GAPS 1 Airport","Caseara","BR","BR-TO"
"SD8Q","","Aeroagrícola Tangará Airstrip","Orlândia","BR","BR-SP"
"SD8R","","São José da Boa Vista I Airstrip","Brasnorte","BR","BR-MT"
"SD8S","","Fazenda Alegria – P Airstrip","Vitorino Freire","BR","BR-MA"
"SD8U","","UTIDA Airstrip","Campo Novo do Parecis","BR","BR-MT"
"SD8V","","Fazenda Campos Belos Airstrip","Araguatins","BR","BR-TO"
"SD8W","","Fazenda Palmeiras do Guaporé Airport","Vila Bela da Santíssima Trindade","BR","BR-MT"
"SD8X","","Canal SS Airport","Itarumã","BR","BR-GO"
"SD8Y","","Fazenda São Pedro Airstrip","Açailândia","BR","BR-MA"
"SD8Z","","Fazenda Tocantins Airstrip","Nova Ubiratã","BR","BR-MT"
"SD90","","Mitchell's Strip","Spearfish","US","US-SD"
"SD93","","Gary Myers Airport","Gettysburg","US","US-SD"
"SD94","","Lundin Airport","Revillo","US","US-SD"
"SD95","","Fazenda Sete de Setembro Airport","Água Boa","BR","BR-MT"
"SD97","","Oller Airport","Vivian","US","US-SD"
"SD98","","Barber Airport","Enning","US","US-SD"
"SD9A","","Caputi Airport","Vilhena","BR","BR-RO"
"SD9B","","Fazenda Planada Airport","Itaituba","BR","BR-PA"
"SD9D","","Pista Girassol","Itaituba","BR","BR-PA"
"SD9E","","Fazenda Curuá Airstrip","Alenquer","BR","BR-PA"
"SD9F","","Fazenda Santa Tereza Airstrip","Sena Madureira","BR","BR-AC"
"SD9G","","Fazenda Maria da Penha Galletti Gava Airstrip","Terra Santa","BR","BR-PA"
"SD9I","","Rancho Oliveira Airstrip","Novo Progresso","BR","BR-PA"
"SD9L","","Aeroparque Paulo","Redenção","BR","BR-PA"
"SD9M","","Sítio Mequéns Airstrip","Alta Floresta d'Oeste","BR","BR-RO"
"SD9P","","Zo´é Airport","Óbidos","BR","BR-PA"
"SD9Q","","Arena Fly Airport","Uberlândia","BR","BR-MG"
"SD9R","","Fazenda Vitória Airport","Barreiras","BR","BR-BA"
"SD9S","","Fazenda Madre Regina Airport","Barreiras","BR","BR-BA"
"SD9V","","Fazenda Touro Morto Airport","Corumbá","BR","BR-MS"
"SD9Y","","Noma Airstrip","São Francisco do Guaporé","BR","BR-RO"
"SD9Z","","Fazenda Independência Airport","Vilhena","BR","BR-RO"
"SDA1","","São Sebastião Airport","Porto de Moz","BR","BR-PA"
"SDA3","","Fazenda Serra Dourada Airport","Nova Lacerda","BR","BR-MT"
"SDA6","","Porto Airstrip","Porto União","BR","BR-SC"
"SDA7","","Fazenda Nossa Senhora Aparecida Airport","Lambari d'Oeste","BR","BR-MT"
"SDA8","","Fazenda Passagem Funda Airport","Correntina","BR","BR-BA"
"SDA9","","Tijucas do Sul Airstrip","Tijucas do Sul","BR","BR-PR"
"SDAA","","Araras Airport","Araras","BR","BR-SP"
"SDAD","","Everaldo Moras Barreto Airport","Adamantina","BR","BR-SP"
"SDAE","","São Pedro Airport","São Pedro","BR","BR-SP"
"SDAF","","Fazenda Palmeiras Airport","Analândia","BR","BR-SP"
"SDAG","GDR","Angra dos Reis Airport","Angra dos Reis","BR","BR-RJ"
"SDAI","","Americana Airport","Americana","BR","BR-SP"
"SDAJ","","Fazenda Recanto Airport","Jateí","BR","BR-MS"
"SDAM","","Estadual de Campos dos Amarais - Prefeito Francisco Amaral Airport","Campinas","BR","BR-SP"
"SDAN","","Fazenda Santo Ângelo Airport","Brotas","BR","BR-SP"
"SDAO","","Fazenda Portela Airport","São José do Rio Claro","BR","BR-MT"
"SDAS","","Fazenda Santo Antônio Airport","Mirandópolis","BR","BR-SP"
"SDAU","","Fazenda Itau Airport","Água Clara","BR","BR-MS"
"SDB2","","Fazenda Guarabu Airport","Araguaína","BR","BR-TO"
"SDB3","","AFG I Airport","Vale de São Domingos","BR","BR-MT"
"SDB4","","Fazenda Morumbi Airstrip","Bom Jesus do Araguaia","BR","BR-MT"
"SDB7","","Fazenda Lagoa do Guaporé II Airport","Pontes e Lacerda","BR","BR-MT"
"SDBA","","Batatais Airport","Batatais","BR","BR-SP"
"SDBB","","Bebedouro Airport","Bebedouro","BR","BR-SP"
"SDBE","","Biopalma Airport","Moju","BR","BR-PA"
"SDBI","","Fazenda Piray Airport","Sete Quedas","BR","BR-MS"
"SDBK","","Botucatu - Tancredo de Almeida Neves Airport","Botucatu","BR","BR-SP"
"SDBN","","Associação Recreativa Fazenda Bonanza Airport","Salto de Pirapora","BR","BR-SP"
"SDBP","","Fazenda Pontal Airport","Santa Fé de Goiás","BR","BR-GO"
"SDBV","","Balneário São Januário Airport","Ilha Comprida","BR","BR-SP"
"SDBY","","Bariri - Aparecido O. Silva Airport","Bariri","BR","BR-SP"
"SDC0","","Santa Maria das Barreiras Airport","Santa Maria das Barreiras","BR","BR-PA"
"SDC2","","Fazenda Onça Preta Airstrip","Lábrea","BR","BR-AM"
"SDC3","","Algodoeira Santa Luzia Airport","Sapezal","BR","BR-MT"
"SDC4","","Condomínio Aeronáutico Hangar Fly Residence Airport","Petrolina","BR","BR-PE"
"SDC6","","Fazenda Bom Destino Airstrip","Aral Moreira","BR","BR-MS"
"SDCA","","Capão Bonito Airport","Capão Bonito","BR","BR-SP"
"SDCD","","Catanduva Airport","Catanduva","BR","BR-SP"
"SDCG","OLC","Senadora Eunice Micheles Airport","São Paulo De Olivença","BR","BR-AM"
"SDCJ","","Fazenda São Domingos Airstrip","Alto Araguaia","BR","BR-MT"
"SDCL","","Fazenda Campo Alegre Airport","Cerqueira César","BR","BR-SP"
"SDCM","","Sete Povos Airport","São Desidério","BR","BR-BA"
"SDCO","SOD","Sorocaba Airport","Sorocaba","BR","BR-SP"
"SDCR","","Fazenda Caiçara Airport","Itanhaém","BR","BR-SP"
"SDCT","","Fazenda Santo Antonio do Oriçanga Airport","Estiva Gerbi","BR","BR-SP"
"SDCU","","Brigadeiro Francisco Pinto de Moura Airport","Casemiro de Abreu","BR","BR-RJ"
"SDCW","","Fazenda Paloma Airport","Colômbia","BR","BR-SP"
"SDCZ","","Fazenda Bom Jardim Airport","Mangaratiba","BR","BR-RJ"
"SDD3","","Fazenda Tangará Airport","Ribeirão Cascalheira","BR","BR-MT"
"SDD4","","Fazenda Pérola Airport","São Desidério","BR","BR-BA"
"SDD5","","Fazenda Retiro 27 Airport","Corumbá","BR","BR-MS"
"SDD6","","Fazenda Nova Aliança Udo Kudiess e Filhos Airport","Uruçuí","BR","BR-PI"
"SDD9","","Pista São Bento","Itaituba","BR","BR-PA"
"SDDB","","Paradiso Agropecuária Airport","Campos Novos Paulista","BR","BR-SP"
"SDDD","","Fazenda São Francisco Airport","Corumbá","BR","BR-MS"
"SDDE","","Fazenda Dois Irmãos Airport","Manicoré","BR","BR-AM"
"SDDI","","Fazenda Tamara Airport","Salmourão","BR","BR-SP"
"SDDJ","","Fazenda Santa Maria Airport","Monções","BR","BR-SP"
"SDDK","","Saint-Exupéry Airport","Ocauçu","BR","BR-SP"
"SDDN","","Andradina Airport","Andradina","BR","BR-SP"
"SDDQ","","Fazenda São Francisco Airport","Riachão das Neves","BR","BR-BA"
"SDDR","","Dracena Airport","Dracena","BR","BR-SP"
"SDDV","","Usina Catanduva Airport","Palmares Paulista","BR","BR-SP"
"SDDX","","Fazenda Paiquerê Airport","Populina","BR","BR-SP"
"SDE1","","Fazenda Santa Luzia Airport","São Félix do Xingu","BR","BR-PA"
"SDE6","","Fazenda ITK Agro Airport","Alegrete","BR","BR-RS"
"SDED","","Scoda Aeronáutica Airport","Ipeúna","BR","BR-SP"
"SDEJ","","Fazenda Guará do Pinhal Airport","Itapetininga","BR","BR-SP"
"SDEM","","Estância Machado Airport","Álvares Machado","BR","BR-SP"
"SDEN","","Costa Esmeralda Airport","Porto Belo","BR","BR-SC"
"SDEO","","Fazenda Entre Rios Airport","Ibitinga","BR","BR-SP"
"SDEP","","Geraldo Moacir Bordon State Airport","Presidente Epitácio","BR","BR-SP"
"SDER","","Fazenda Entre Rios Airport","Sud Menucci","BR","BR-SP"
"SDES","","Estância Colorado Airport","Sales de Oliveira","BR","BR-SP"
"SDET","","Tietê Airport","Tietê","BR","BR-SP"
"SDEX","","Fazenda Nossa Senhora do Carmo Airstrip","São Desidério","BR","BR-BA"
"SDF0","","Fazenda Vedana Airport","Vera","BR","BR-MT"
"SDF2","","Mãe Nina Airstrip","Itaquiraí","BR","BR-MS"
"SDF3","","Fazenda Santa Helena Airport","Itiquira","BR","BR-MT"
"SDF4","","Agropecuária VR Airport","Campo Novo do Parecis","BR","BR-MT"
"SDF5","","Fazenda Catanduva Airport","São Pedro do Sul","BR","BR-RS"
"SDF7","","Clube Aeronáutico Avaré Airport","Avaré","BR","BR-SP"
"SDF9","","Aviação Agrícola Manain Airport","Boa Vista","BR","BR-RR"
"SDFC","","Fazenda Constância Airport","Altair","BR","BR-SP"
